"","respondent_id","enrollment","employment","employment_type","weekly_work_hrs","ethnicity","gender","total_income","academic_level","college/school","mode_transport","transport_reliability","living_alone","dependents","household_head","residence","permanent_address","spent_night_elsewhere","know_homelessness_studt","federal_aid","FI_q26","FI_q27","FI_q28","FI_q30","FI_q31","expenditures_changed","income_changed","fed_aid_changed","debt_changed"
"9605",87987471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9606",87987481,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","10,000-19,999","Senior","Liberal Arts","Car (alone)","Very reliable","Yes",NA,"Yes","Off-Campus with family","Yes",NA,"Yes","Multiple Aids","Sometimes true","Sometimes true","Yes","Yes","Yes","About the same","Decreased","Increased","Increased"
"9607",87987483,"Part Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Female","50,000-69,999","Masters","Nursing","Car (alone)","Very reliable","Yes",NA,"Yes","Off-Campus not with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","Decreased","About the same","About the same","About the same"
"9608",87987486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9609",87987487,"Full Time","No",NA,NA,"Hispanic","Female","30,000-39,000","Masters","Liberal Arts","Car (alone)","Very reliable","Yes",NA,"Yes","Off-Campus not with family","Yes",NA,"Yes","Other","Sometimes true","Sometimes true","Yes","Yes","Yes","Increased","Decreased","About the same","Increased"
"9610",87987488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9611",87987493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9612",87987495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9613",87987496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9614",87987502,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Male","10,000-19,999","Junior","Business","Car (alone)","Very reliable","No","Yes","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Sometimes true","No","No","No","About the same","About the same","About the same","About the same"
"9615",87987505,"Full Time","No",NA,NA,"Hispanic","Female","20,000-29,999","Senior","Other","Car (alone)","Very reliable","No","No","Yes","Off-Campus with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"9616",87987506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9617",87987509,"Full Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Male","50,000-69,999","Freshman","Liberal Arts","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Loans","Sometimes true","Sometimes true","Yes","No","No","Decreased","About the same","Increased","About the same"
"9618",87987511,"Full Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Female","20,000-29,999","Masters","Liberal Arts","Car (alone)","Fairly reliable","No","Yes","No","Off-Campus with family","Yes",NA,"Yes","Loans","Never true","Sometimes true","No","No","No","Increased","Decreased","Decreased","Increased"
"9619",87987516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9620",87987519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9621",87987531,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Female","40,000-49,999","Freshman","Education","Car (someone drives) & Carpool","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Scholarship","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"9622",87987532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9623",87987533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9624",87987537,"Full Time","No",NA,NA,"Hispanic","Female","70,000-99,999","Senior","Liberal Arts","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"9625",87987540,"Full Time","No",NA,NA,"Hispanic","Male","10,000-19,999","Junior","Science","Car (alone)","Somewhat reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Loans","Often true","Often true","Yes","Yes","Yes","Increased","Decreased","Increased","Increased"
"9626",87987541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9627",87987546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9628",87987547,"Full Time","Part Time","On-Campus","More than 19 hours","Hispanic","Male","50,000-69,999","Senior","Business","Car (alone)","Somewhat reliable","No","No","No","Off-Campus with family","No","Rarely","Yes","Multiple Aids","Never true","Often true","No","Yes","No","Increased","Decreased","About the same","Increased"
"9629",87987548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9630",87987549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9631",87987550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9632",87987552,"Full Time","Part Time","On-Campus","19 hours or less","White/Caucasian","Male","70,000-99,999","Senior","Business","Car (someone drives) & Carpool","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"9633",87987555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9634",87987556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9635",87987559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9636",87987570,"Full Time","No",NA,NA,"Hispanic","Female","50,000-69,999","Junior","Nursing","Car (alone)","Very reliable","No","No","No","Off-Campus with family","No","Sometimes","Yes","Loans","Sometimes true","Sometimes true","No","No","Yes","About the same","Decreased","About the same","Increased"
"9637",87987573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9638",87987581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9639",87987582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9640",87987584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9641",87987587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9642",87987589,"Full Time","Part Time","Off-Campus","19 hours or less","Asian","Female","70,000-99,999","Masters","Engineering","Car (alone)","Very reliable","No","Yes","No","Off-Campus with family","Yes",NA,"No","Work Study","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"9643",87987591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9644",87987593,"Full Time","No",NA,NA,"Hispanic","Male","50,000-69,999","Junior","Science","Car (alone)","Very reliable","No","Yes","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","About the same","Decreased","About the same","About the same"
"9645",87987594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9646",87987602,"Part Time","No",NA,NA,"Hispanic","Male","20,000-29,999","Senior","Engineering","Car (alone)","Fairly reliable","No","Yes","Yes","Off-Campus with family","Yes",NA,"No","Multiple Aids","Sometimes true","Sometimes true","Yes","Yes","Yes","About the same","About the same","Increased","Increased"
"9647",87987603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9648",87987608,"Part Time","No",NA,NA,"Hispanic","Non-binary/Non-conforming","< 10,000","Freshman","Liberal Arts","Bus/Public transport","Fairly reliable","No","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9649",87987609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9650",87987613,"Full Time","No",NA,NA,"Hispanic","Female","30,000-39,000","Junior","Nursing","Car (alone)","Fairly reliable","No","Yes","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","Increased","About the same","About the same","Increased"
"9651",87987614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9652",87987617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9653",87987618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9654",87987620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9655",87987621,"Full Time","No",NA,NA,"Hispanic","Female","< 10,000","Freshman","Business","Not applicable","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Sometimes true","No","No","No","About the same","Decreased","About the same","Increased"
"9656",87987622,"Part Time","No",NA,NA,"Hispanic","Female","70,000-99,999","Senior","Liberal Arts","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","Decreased","About the same","About the same","About the same"
"9657",87987624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9658",87987628,"Full Time","No",NA,NA,"Hispanic","Male","30,000-39,000","Freshman","Other","Not applicable","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Often true","Often true","Yes","Yes","Yes","About the same","About the same","About the same","Increased"
"9659",87987630,"Full Time","No",NA,NA,"Hispanic","Male","50,000-69,999","Senior","Liberal Arts","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Multiple Aids","Never true","Sometimes true","No","No","No","Increased","About the same","About the same","About the same"
"9660",87987634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9661",87987638,"Full Time","No",NA,NA,"Hispanic","Male","< 10,000","Sophomore","Science","Bus/Public transport","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"9662",87987640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9663",87987643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9664",87987646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9665",87987649,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Non-binary/Non-conforming","< 10,000","Senior","Liberal Arts","Car (alone)","Somewhat reliable","No","Yes","Yes","Off-Campus with family","Yes",NA,"No","Grants","Sometimes true","Often true","Yes","No","No","Increased","About the same","Decreased","About the same"
"9666",87987651,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","20,000-29,999","Senior","Science","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Sometimes true","Yes","No","No","Increased","About the same","About the same","About the same"
"9667",87987655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9668",87987656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9669",87987663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9670",87987664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9671",87987665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9672",87987668,"Full Time","No",NA,NA,"Hispanic","Female","40,000-49,999","Sophomore","Engineering","Bus/Public transport","Somewhat reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Never true","No","No","No","About the same","About the same","About the same","Decreased"
"9673",87987689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9674",87987754,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Male",">=100,000","Senior","Engineering","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Sometimes true","No","No","No","Decreased","Decreased","About the same","About the same"
"9675",87987764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9676",87987766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9677",87987773,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Male","10,000-19,999","Senior","Engineering","Not applicable","Very reliable","Yes",NA,"Yes","Off-Campus not with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"9678",87987774,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Male","70,000-99,999","Junior","Science","Car (someone drives) & Carpool","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","Increased","About the same","About the same","About the same"
"9679",87987775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9680",87987778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9681",87987779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9682",87987780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9683",87987783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9684",87987794,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","10,000-19,999","Junior","Liberal Arts","Bike, Trolley, or Walk","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Work Study","Never true","Sometimes true","No","No","No","About the same","Decreased","About the same","About the same"
"9685",87987798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9686",87987799,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","30,000-39,000","Junior","Health Sciences","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Other","Never true","Never true","No","No","No","Decreased","Decreased","About the same","About the same"
"9687",87987800,"Full Time","No",NA,NA,"Hispanic","Male","40,000-49,999","Senior","Engineering","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"9688",87987801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9689",87987802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9690",87987803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9691",87987822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9692",87987829,"Part Time","Full Time","Off-Campus","More than 19 hours","Other","Female","70,000-99,999","Masters","Education","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Loans","Never true","Never true","No","No","No","Decreased","About the same","About the same","About the same"
"9693",87987830,"Full Time","Full Time","Off-Campus","More than 19 hours","White/Caucasian","Female","50,000-69,999","Senior","Science","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Scholarship","Never true","Never true","No","No","No","Decreased","Increased","About the same","Decreased"
"9694",87987832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9695",87987833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9696",87987837,"Part Time","Part Time","Off-Campus","19 hours or less","Hispanic","Male",">=100,000","Senior","Engineering","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Sometimes true","No","No","No","Decreased","Decreased","About the same","About the same"
"9697",87987839,"Full Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Female","30,000-39,000","Junior","Education","Car (alone)","Fairly reliable","No","Yes","Yes","Off-Campus with family","Yes",NA,"No","Multiple Aids",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9698",87987840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9699",87987842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9700",87987846,"Full Time","No",NA,NA,"Hispanic","Female","40,000-49,999","Doctoral/Professional","Education","Car (alone)","Very reliable","No","Yes","Yes","Off-Campus with family","Yes",NA,"Yes","Other","Never true","Never true","No","No","No","Increased","Decreased","About the same","About the same"
"9701",87987847,"Part Time","No",NA,NA,"Hispanic","Male","< 10,000","Freshman","Education","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Sometimes true","Sometimes true","No","Yes","Yes","About the same","Decreased","About the same","About the same"
"9702",87987848,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Male","50,000-69,999","Senior","Science","Car (alone)","Very reliable","No","No","Yes","Off-Campus not with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","Decreased","About the same","Increased","Increased"
"9703",87987849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9704",87987852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9705",87987853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9706",87987860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9707",87987862,"Full Time","Part Time","Off-Campus","More than 19 hours","White/Caucasian","Male","70,000-99,999","Senior","Liberal Arts","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","About the same","About the same","About the same","Decreased"
"9708",87987864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9709",87987865,"Full Time","No",NA,NA,"Hispanic","Male","10,000-19,999","Freshman","Liberal Arts","Not applicable","Somewhat reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Sometimes true","Sometimes true","Yes","Yes","No","Decreased","About the same","Increased","About the same"
"9710",87987868,"Full Time","Part Time","Off-Campus","19 hours or less","White/Caucasian","Male","50,000-69,999","Freshman","Liberal Arts","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"9711",87987870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9712",87987871,"Full Time","No",NA,NA,"Hispanic","Female","10,000-19,999","Junior","Liberal Arts","Bus/Public transport","Very reliable","No","Yes","Yes","Off-Campus with family","Yes",NA,"Yes","Other","Never true","Never true","No","No","No","Increased","Decreased","About the same","Increased"
"9713",87987874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9714",87987876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9715",87987885,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female",">=100,000","Junior","Liberal Arts","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","Increased","About the same","About the same","About the same"
"9716",87987887,"Part Time","Part Time","On-Campus","19 hours or less","Hispanic","Male","10,000-19,999","Senior","Science","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"9717",87987888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9718",87987889,"Full Time","Full Time","Off-Campus","More than 19 hours","Black/African American","Male","50,000-69,999","Senior","Liberal Arts","Car (alone)","Very reliable","No","Yes","Yes","Off-Campus with family","Yes",NA,"No","Multiple Aids","Often true","Sometimes true","Yes","Yes","Yes","Decreased","Decreased","Increased","Increased"
"9719",87987890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9720",87987894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9721",87987895,"Full Time","No",NA,NA,"Hispanic","Female","< 10,000","Junior","Nursing","Car (someone drives) & Carpool","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"9722",87987896,"Full Time","No",NA,NA,"Hispanic","Female","30,000-39,000","Senior","Liberal Arts","Other","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Never true","No","No","No","About the same","Decreased","Decreased","About the same"
"9723",87987899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9724",87987904,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","10,000-19,999","Junior","Business","Other","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Grants","Sometimes true","Sometimes true","Yes","Yes","Yes",NA,NA,NA,NA
"9725",87987906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9726",87987913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9727",87987952,"Full Time","No",NA,NA,"Hispanic","Female","40,000-49,999","Junior","Liberal Arts","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","About the same","Decreased","Decreased","Increased"
"9728",87987955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9729",87987975,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Female","10,000-19,999","Junior","Liberal Arts","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Sometimes true","No","No","No","About the same","About the same","About the same","About the same"
